Date,Transaction Description,Amount,Category,Company,Account Type,Expense By Category,Revenue By Category
2021-10-04 00:00:00,"H3G , 929524782003300921",-14.2,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-10-01 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-24.06,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2021-09-30 00:00:00,03SEP A/C 73854786,-7,Service Charges,Gbs london ltd,Current account ,-206.98,0
2021-09-28 00:00:00,"NW BUSINESS CREDIT, 5473679039211188",-219.13,Subscription,Gbs london ltd,Current account ,-10922.73,0
2021-09-28 00:00:00,BBLS LOAN,-177.47,Loan,Gbs london ltd,Current account ,-887.35,0
2021-09-27 00:00:00,"CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account ,-729.09,0
2021-09-20 00:00:00,"RIZWAN RANA , GBS AUG PAY , VIA ONLINE - PYMT , FP 17/09/21 10 , 28205334207299000N",-1499.32,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-09-20 00:00:00,"HMRC CUMBERNAULD , 475PB01217316 , VIA ONLINE - PYMT , FP 17/09/21 10 , 05205929603616000N",-367.08,Tax,Gbs london ltd,Current account ,-3058.09,0
2021-09-20 00:00:00,"ATIYAH RANA , GBS AUG PAY , VIA ONLINE - PYMT , FP 17/09/21 10 , 56205631223628000N",-1489.6,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-09-15 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-09-14 00:00:00,"FATEHAH RANA , GBS AUG PAY , VIA MOBILE - LVP , FP 13/09/21 10 , 15212642939202000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-09-14 00:00:00,"KHALIL AHMAD , ELECTRIC WORK , VIA MOBILE - LVP , FP 13/09/21 10 , 61212119442195000N",-176,Electric Work Charges,Gbs london ltd,Current account ,-176,0
2021-09-13 00:00:00,"BARCLAYS PRTNR FIN, 300 0110 477334958",-20.79,Finance Service Charges,Gbs london ltd,Current account ,-145.53,0
2021-09-13 00:00:00,"AMA UK LOND MOSQUE, INV BF0047 , FP 13/09/21 1200 , 40120028006746000N, INV BF0047",1651.2,Revenue by Construction,Gbs london ltd,Current account ,0,22991.08
2021-09-02 00:00:00,"H3G , 929524782003310821",-14.2,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-09-02 00:00:00,"HMRC JRS GRANT , 475PB01217316",1632,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account ,0,40495.9
2021-09-01 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-24.06,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2021-09-01 00:00:00,"PWC LLP , HMRC CUSTOMS GRANT, FP 01/09/21 0235 , 10023416176436000N, HMRC CUSTOMS GRANT",750,Customs Declaration Training Grant,Gbs london ltd,Current account ,0,1750
2021-08-31 00:00:00,BBLS LOAN,-177.47,Loan,Gbs london ltd,Current account ,-887.35,0
2021-08-31 00:00:00,30JUL A/C 73854786,-3.85,Service Charges,Gbs london ltd,Current account ,-206.98,0
2021-08-25 00:00:00,"CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account ,-729.09,0
2021-08-25 00:00:00,"PWC LLP , HMRC CUSTOMS GRANT, FP 25/08/21 0236 , 55023151424093000N, HMRC CUSTOMS GRANT",1000,Customs Declaration Training Grant,Gbs london ltd,Current account ,0,1750
2021-08-18 00:00:00,"SAGE ACCOUNTING NO, INVOICE NO 2918 , VIA ONLINE - PYMT , FP 17/08/21 10 , 55225946550790000N",-750,Accountancy Service Charges,Gbs london ltd,Current account ,-1750,0
2021-08-16 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-08-16 00:00:00,"VEDAWAY LTD , GBS LONDON , FP 16/08/21 1120 , 00151502632BBFZHRG",750,Revenue,Gbs london ltd,Current account ,0,7945.33
2021-08-12 00:00:00,"SAGE ACCOUNTING NO, INVOICE NO 2854 , VIA ONLINE - PYMT , FP 11/08/21 10 , 52222406559514000N",-1000,Accountancy Service Charges,Gbs london ltd,Current account ,-1750,0
2021-08-12 00:00:00,"ATIYAH RANA , GBS JULY PAY , VIA ONLINE - PYMT , FP 11/08/21 10 , 16220011268172000N",-1489.8,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-08-12 00:00:00,"HMRC CUMBERNAULD , 475PB01217316 , VIA ONLINE - PYMT , FP 11/08/21 10 , 07220556877955000N",-366.68,Tax,Gbs london ltd,Current account ,-3058.09,0
2021-08-12 00:00:00,"RIZWAN RANA , GBS JULY PAY , VIA ONLINE - PYMT , FP 11/08/21 10 , 14220326649541000N",-1499.52,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-08-12 00:00:00,"FATEHAH RANA , GBS JULY PAY , VIA ONLINE - PYMT , FP 11/08/21 10 , 31220209515807000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-08-12 00:00:00,"VEDAWAY LTD , GBS LONDON , FP 11/08/21 2111 , 00151502632BBFZDVY",1000,Revenue,Gbs london ltd,Current account ,0,7945.33
2021-08-11 00:00:00,"BARCLAYS PRTNR FIN, 300 0110 477334958",-20.79,Finance Service Charges,Gbs london ltd,Current account ,-145.53,0
2021-08-09 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-90,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-08-06 00:00:00,"AMA UK LOND MOSQUE, INV NO BF0046 , FP 06/08/21 0245 , 36023400525032000N, INV NO BF0046",1631.6,Revenue by Construction,Gbs london ltd,Current account ,0,22991.08
2021-08-03 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-24.09,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2021-08-02 00:00:00,"H3G , 929524782003290721",-14.2,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-07-30 00:00:00,02JUL-A/C 73854786,-4.2,Service Charges,Gbs london ltd,Current account ,-206.98,0
2021-07-30 00:00:00,"HMRC JRS GRANT , 475PB01217316",2408,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account ,0,40495.9
2021-07-28 00:00:00,BBLS LOAN,-177.47,Loan,Gbs london ltd,Current account ,-887.35,0
2021-07-26 00:00:00,"CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account ,-729.09,0
2021-07-23 00:00:00,"HUMANITY FIRST , 0001 , FP 23/07/21 0250 , 27023740991116000N, 0001",810,Revenue,Gbs london ltd,Current account ,0,7945.33
2021-07-19 00:00:00,"ATIYAH RANA , GBS JUNE PAY , VIA ONLINE - PYMT , FP 17/07/21 10 , 20202711369557000N",-1489.6,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-07-19 00:00:00,"FATEHAH RANA , GBS JUNE PAY , VIA ONLINE - PYMT , FP 17/07/21 10 , 11202839657016000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-07-19 00:00:00,"HMRC CUMBERNAULD , 475PB01217316 , VIA ONLINE - PYMT , FP 17/07/21 10 , 26204454412406000N",-235.68,Tax,Gbs london ltd,Current account ,-3058.09,0
2021-07-19 00:00:00,"RIZWAN RANA , GBS JUNE PAY , VIA ONLINE - PYMT , FP 17/07/21 10 , 01203006486542000N",-1630.72,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-07-15 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-07-13 00:00:00,"BARCLAYS PRTNR FIN, 300 0110 477334958",-20.79,Finance Service Charges,Gbs london ltd,Current account ,-145.53,0
2021-07-05 00:00:00,"H3G , 929524782003010721",-14.2,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-07-05 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-270,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-07-01 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2021-07-01 00:00:00,"HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account ,0,40495.9
2021-06-30 00:00:00,28MAY A/C 73854786,-3.5,Service Charges,Gbs london ltd,Current account ,-206.98,0
2021-06-28 00:00:00,BBLS LOAN,-177.47,Loan,Gbs london ltd,Current account ,-887.35,0
2021-06-25 00:00:00,"CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account ,-729.09,0
2021-06-16 00:00:00,"RIZWAN RANA , GBS MAY PAY , VIA ONLINE - PYMT , FP 15/06/21 10 , 37203806986314000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-06-16 00:00:00,"FATEHAH RANA , GBS MAY PAY , VIA ONLINE - PYMT , FP 15/06/21 10 , 44203655535730000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-06-16 00:00:00,"ATIYAH RANA , GBS MAY PAY , VIA ONLINE - PYMT , FP 15/06/21 10 , 09201112288534000N",-1489.6,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-06-16 00:00:00,"HMRC CUMBERNAULD , 475PB01217316 , VIA MOBILE - LVP , FP 15/06/21 10 , 44204144949822000N",-110.4,Tax,Gbs london ltd,Current account ,-3058.09,0
2021-06-15 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-06-11 00:00:00,"BARCLAYS PRTNR FIN, 300 0110 477334958",-20.79,Finance Service Charges,Gbs london ltd,Current account ,-145.53,0
2021-06-02 00:00:00,"H3G , 929524782003280521",-14.2,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-06-01 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2021-06-01 00:00:00,"HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account ,0,40495.9
2021-05-28 00:00:00,30APR A/C 73854786,-3.15,Service Charges,Gbs london ltd,Current account ,-206.98,0
2021-05-27 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-25,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-05-25 00:00:00,"CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account ,-729.09,0
2021-05-24 00:00:00,"HMRC CUMBERNAULD , 475PB01217316 , VIA MOBILE - LVP , FP 22/05/21 10 , 31215902772046000N",-110.2,Tax,Gbs london ltd,Current account ,-3058.09,0
2021-05-17 00:00:00,"GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account ,-1530,0
2021-05-11 00:00:00,"BARCLAYS PRTNR FIN, 300 0110 477334958",-20.79,Finance Service Charges,Gbs london ltd,Current account ,-145.53,0
2021-05-10 00:00:00,"ATIYAH RANA , GBS APR PAY , VIA ONLINE - PYMT , FP 08/05/21 10 , 14230201099800000N",-1489.8,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-05-10 00:00:00,"FATEHAH RANA , GBS APR PAY , VIA ONLINE - PYMT , FP 08/05/21 10 , 46225957773098000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-05-10 00:00:00,"RIZWAN RANA , GBS APR PAY , VIA ONLINE - PYMT , FP 08/05/21 10 , 25225658121454000N",-720,Salary,Gbs london ltd,Current account ,-35023.76,0
2021-05-04 00:00:00,"H3G , 929524782003290421",-14,Telecommunication Subscription,Gbs london ltd,Current account ,-298.42,0
2021-05-04 00:00:00,"DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account ,-601.66,0
2020-10-01 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2020-10-05 00:00:00,"'HMRC JRS GRANT , 475PB01217316",1400,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2020-10-05 00:00:00,"'H3G , 929524782003011020",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2020-10-06 00:00:00,"'PERFECT CONSTRUCT , OFFICE MAINTENANCE, VIA ONLINE - PYMT , FP 05/10/20 10 , 42215514490238000N",-250,Office Maintenance Charges,Gbs london ltd,Current account  ,-250,0
2020-10-06 00:00:00,"'1609 02OCT20 , TFL ROAD , CHG-PENALTY W , 0343 222 3333 GB",-65,Penalty Charges,Gbs london ltd,Current account  ,-65,0
2020-10-12 00:00:00,'O/DRAFT ARRGMT FEE,-50,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2020-10-13 00:00:00,"'CLOSE-BRIGHTSIDEVA, 72166028",-41.74,Insurance,Gbs london ltd,Current account  ,-805.22,0
2020-10-14 00:00:00,"'1609 12OCT20 , TFL ROAD , CHG-PENALTY I , 0343 222 3333 GB , REFUND",65,Refund Payment / Fee,Gbs london ltd,Current account  ,0,65
2020-10-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2020-10-20 00:00:00,"'HOME IMPROVEMENT , WINDOW , VIA ONLINE - PYMT , FP 20/10/20 10 , 08144007080331000N",-500,Expense,Gbs london ltd,Current account  ,-4125,0
2020-10-28 00:00:00,"'NW BUSINESS CREDIT, 5473679039211188",-1526.26,Subscription,Gbs london ltd,Current account  ,-10922.73,0
2020-10-30 00:00:00,'02OCT-A/C 73854786,-4.2,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2020-11-02 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2020-11-02 00:00:00,"'H3G , 929524782003291020",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2020-11-04 00:00:00,"'HMRC JRS GRANT , 475PB01217316",1200,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2020-11-09 00:00:00,"'AMA UK LOND MOSQUE, INV BF0045 , FP 09/11/20 0133 , 07013123878547000N, INV BF0045",2335.83,Revenue by Construction,Gbs london ltd,Current account  ,0,22991.08
2020-11-13 00:00:00,"'CLOSE-BRIGHTSIDEVA, 72166028",-41.74,Insurance,Gbs london ltd,Current account  ,-805.22,0
2020-11-16 00:00:00,"'RIZWAN RANA , MAY PAY , VIA ONLINE - PYMT , FP 13/11/20 10 , 04213655980970000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2020-11-16 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2020-11-30 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2020-11-30 00:00:00,'30OCT A/C 73854786,-3.15,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2020-11-30 00:00:00,"'NW BUSINESS CREDIT, 5473679039211188",-1103.77,Subscription,Gbs london ltd,Current account  ,-10922.73,0
2020-12-01 00:00:00,"'ATIYAH RANA , GBS NOV PAY , VIA ONLINE - PYMT , FP 30/11/20 10 , 55210658651400000N",-1296.4,Salary,Gbs london ltd,Current account  ,-35023.76,0
2020-12-01 00:00:00,"'RIZWAN RANA , GBS NOV PAY , VIA ONLINE - PYMT , FP 30/11/20 10 , 09211257219378000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2020-12-01 00:00:00,"'FATEHAH RANA , GBS NOV PAY , VIA ONLINE - PYMT , FP 30/11/20 10 , 19212145460976000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2020-12-01 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2020-12-02 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-90,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2020-12-03 00:00:00,"'H3G , 929524782003011220",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2020-12-07 00:00:00,"'1609 04DEC20 , HMRC TPS , GLASGOW GB",-1000.6,Telephone Payment Service Charges,Gbs london ltd,Current account  ,-2331.83,0
2020-12-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2020-12-29 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2020-12-29 00:00:00,"'NW BUSINESS CREDIT, 5473679039211188",-1012.55,Subscription,Gbs london ltd,Current account  ,-10922.73,0
2020-12-31 00:00:00,'04DEC-A/C 73854786,-5.25,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2021-01-04 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2021-01-04 00:00:00,"'H3G , 929524782003301220",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2021-01-07 00:00:00,"'1609 06JAN21 , BOLLINGTON , INSURANCE B , WWW.BOLLINGTO GB",-62.5,Insurance,Gbs london ltd,Current account  ,-805.22,0
2021-01-13 00:00:00,'602129,7000,Unclassified,Gbs london ltd,Current account  ,0,7700
2021-01-13 00:00:00,"'ATIYAH RANA , GBS DEC PAY , VIA ONLINE - PYMT , FP 12/01/21 10 , 22211149992240000N",-1296.4,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-01-13 00:00:00,"'FATEHAH RANA , GBS DEC PAY , VIA ONLINE - PYMT , FP 12/01/21 10 , 24212252429544000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-01-13 00:00:00,"'RIZWAN RANA , GBS DEC PAY , VIA ONLINE - PYMT , FP 12/01/21 10 , 17210848195562000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-01-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2021-01-15 00:00:00,"'HMRC NDDS , 106804891831637550, INITIAL PAYMENT",-890.13,Tax,Gbs london ltd,Current account  ,-3058.09,0
2021-01-26 00:00:00,"'1609 25JAN21 , BOLLINGTON , INSURANCE B , 01625577142 GB",-58.31,Insurance,Gbs london ltd,Current account  ,-805.22,0
2021-01-28 00:00:00,"'NW BUSINESS CREDIT, 5473679039211188",-1118.42,Subscription,Gbs london ltd,Current account  ,-10922.73,0
2021-01-29 00:00:00,'31DEC A/C 73854786,-1.4,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2021-02-01 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2021-02-01 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2021-02-02 00:00:00,"'H3G , 929524782003290121",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2021-02-04 00:00:00,"'CLOSE - QUOTELINE , 78785923 , INITIAL PAYMENT",-72.91,Car and Property Insurance,Gbs london ltd,Current account  ,-729.09,0
2021-02-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2021-02-16 00:00:00,"'FATEHAH RANA , GBS JAN PAY , VIA ONLINE - PYMT , FP 15/02/21 10 , 35194306964379000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-02-16 00:00:00,"'RIZWAN RANA , GBS JAN PAY , VIA ONLINE - PYMT , FP 15/02/21 10 , 24194446837546000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-02-25 00:00:00,"'CLOSE - QUOTELINE , 78785923",-72.9,Car and Property Insurance,Gbs london ltd,Current account  ,-729.09,0
2021-02-26 00:00:00,'29JAN A/C 73854786,-4.9,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2021-03-01 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2021-03-01 00:00:00,"'NW BUSINESS CREDIT, 5473679039211188",-9.98,Subscription,Gbs london ltd,Current account  ,-10922.73,0
2021-03-04 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2021-03-05 00:00:00,"'H3G , 929524782003030321",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2021-03-08 00:00:00,"'ATIYAH RANA , GBS FEB PAY , VIA ONLINE - PYMT , FP 07/03/21 10 , 15202502145788000N",-1296.4,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-03-08 00:00:00,"'FATEHAH RANA , GBS FEB PAY , VIA ONLINE - PYMT , FP 07/03/21 10 , 10203121327930000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-03-08 00:00:00,"'RIZWAN RANA , GBS FEB PAY , VIA ONLINE - PYMT , FP 07/03/21 10 , 35202855047662000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-03-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2021-03-22 00:00:00,"'HMRC CUMBERNAULD , 475PB01217316 , VIA MOBILE - LVP , FP 21/03/21 10 , 20205601714674000N",-303.6,Tax,Gbs london ltd,Current account  ,-3058.09,0
2021-03-25 00:00:00,"'CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account  ,-729.09,0
2021-03-30 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2021-03-31 00:00:00,'26FEB A/C 73854786,-2.8,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2021-04-01 00:00:00,"'DVLA-HN66ZJE , 000000000041490427",-23.18,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2021-04-06 00:00:00,"'RIZWAN RANA , GBS MAR PAY , VIA ONLINE - PYMT , FP 04/04/21 10 , 20192955084052000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-04-06 00:00:00,"'ATIYAH RANA , GBS MAR PAY , VIA ONLINE - PYMT , FP 04/04/21 10 , 24193304421230000N",-1296.6,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-04-06 00:00:00,"'FATEHAH RANA , GBS MAR PAY , VIA ONLINE - PYMT , FP 04/04/21 10 , 07193126638267000N",-720,Salary,Gbs london ltd,Current account  ,-35023.76,0
2021-04-06 00:00:00,"'H3G , 929524782003310321",-14,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2021-04-13 00:00:00,"'BARCLAYS PRTNR FIN, 300 0110 477334958, INITIAL PAYMENT",-20.79,Finance Service Charges,Gbs london ltd,Current account  ,-145.53,0
2021-04-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2021-04-26 00:00:00,"'CLOSE - QUOTELINE , 78785923",-72.91,Car and Property Insurance,Gbs london ltd,Current account  ,-729.09,0
2021-04-27 00:00:00,"'HMRC JRS GRANT , 475PB01217316",2752,Coronavirus Job Retention Scheme Grant,Gbs london ltd,Current account  ,0,40495.9
2021-04-29 00:00:00,"'HMRC CUMBERNAULD , 475PB01217316 , VIA MOBILE - LVP , FP 28/04/21 10 , 60214711318452000N",-303.4,Tax,Gbs london ltd,Current account  ,-3058.09,0
2021-04-30 00:00:00,'01APR-A/C 73854786,-4.2,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2019-10-01 00:00:00,"'DVLA-AU08SGV , 000000000034351566",-22.75,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2019-10-02 00:00:00,"'AMA UK LOND MOSQUE, INV-BF0032 , FP 02/10/19 0806 , 58080628358658000N, INV-BF0032",1301.39,Revenue by Construction,Gbs london ltd,Current account  ,0,22991.08
2019-10-03 00:00:00,"'H3G , 929524782003011019",-9.22,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2019-10-07 00:00:00,"'2165 06OCT19 , SAINSBURYS PETROL , MERTON GB",-30.02,Petrol Charges,Gbs london ltd,Current account  ,-70.2,0
2019-10-14 00:00:00,"'CLOSE-BRIGHTSIDEVA, 72166028",-42.7,Insurance,Gbs london ltd,Current account  ,-805.22,0
2019-10-15 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-30,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2019-10-16 00:00:00,"'2165 15OCT19 , SELCO TRADING CTR , CROYDON GB",-23.82,Wholesale Construction Parts Purchase,Gbs london ltd,Current account  ,-235.39,0
2019-10-16 00:00:00,"'GOCARDLESS , SAGEACCOUNTI-88KXR",-25,Sage Business Cloud Subscription,Gbs london ltd,Current account  ,-1530,0
2019-10-16 00:00:00,'000027,-2000,Cheque,Gbs london ltd,Current account  ,-10500,0
2019-10-18 00:00:00,"'2165 17OCT19 , SELCO TRADING CTR , WIMBLEDON GB",-195.35,Wholesale Construction Parts Purchase,Gbs london ltd,Current account  ,-235.39,0
2019-10-21 00:00:00,"'2165 18OCT19 , TOOLSTATION LTD , WIMBLEDON GB",-80.56,Tools Purchase,Gbs london ltd,Current account  ,-107.53,0
2019-10-21 00:00:00,"'2165 18OCT19 , SELCO TRADING CTR , WIMBLEDON GB",-16.22,Wholesale Construction Parts Purchase,Gbs london ltd,Current account  ,-235.39,0
2019-10-21 00:00:00,"'2165 20OCT19 , TOOLSTATION MERTON, MERTON GB",-13.95,Unclassified,Gbs london ltd,Current account  ,-1578.27,0
2019-10-22 00:00:00,'O/DRAFT ARRGMT FEE,-50,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2019-10-25 00:00:00,'602129 25OCT 1349,500,Unclassified,Gbs london ltd,Current account  ,0,7700
2019-10-28 00:00:00,"'2165 26OCT19 , PAYE , GLASGOW GB",-225.32,Tax on Employees Income,Gbs london ltd,Current account  ,-1022.68,0
2019-10-31 00:00:00,"'AMA UK LOND MOSQUE, BF0033 , FP 31/10/19 0301 , 30030111364921000N, BF0033",1500.28,Revenue by Construction,Gbs london ltd,Current account  ,0,22991.08
2019-10-31 00:00:00,'04OCT A/C 73854786,-10.43,Service Charges,Gbs london ltd,Current account  ,-206.98,0
2019-11-01 00:00:00,"'DVLA-AU08SGV , 000000000034351566",-22.75,Driver & Vehicle License Charges,Gbs london ltd,Current account  ,-601.66,0
2019-11-04 00:00:00,"'1609 01NOV19 , SAINSBURYS PETROL , MERTON GB",-40.18,Petrol Charges,Gbs london ltd,Current account  ,-70.2,0
2019-11-04 00:00:00,"'H3G , 929524782003311019",-9.22,Telecommunication Subscription,Gbs london ltd,Current account  ,-298.42,0
2019-11-06 00:00:00,"'1609 05NOV19 C , TOOLSTATION LTD , WIMBLEDON GB",-26.97,Tools Purchase,Gbs london ltd,Current account  ,-107.53,0
